"order_id","product_id","add_to_cart_order","reordered"
48861,46462,1,1
48861,11757,2,0
48861,41994,3,1
48861,1511,4,1
48861,31207,5,0
48861,34578,6,0
48861,22935,7,1
48861,48679,8,0
48861,48857,9,1
50025,37158,1,1
50025,45866,2,1
50025,36651,3,1
50025,9047,4,0
50025,16034,5,0
53143,25985,1,0
53143,1117,2,0
53143,36459,3,0
53143,22950,4,1
53143,16759,5,1
53143,13176,6,1
53143,5323,7,1
53143,18019,8,1
53143,14881,9,1
53143,16920,10,1
53143,10673,11,1
53143,22108,12,1
53143,4137,13,1
53143,18721,14,1
53143,19711,15,1
53143,46654,16,1
53143,47470,17,1
53143,13838,18,1
53143,29520,19,0
53143,47865,20,1
53143,38959,21,1
53143,35898,22,0
53143,37966,23,1
53143,14901,24,0
53143,48425,25,0
53143,42736,26,1
53143,5713,27,1
53143,37728,28,0
53143,3800,29,0
55124,43662,1,0
55124,36865,2,0
55124,24799,3,0
55124,8309,4,0
55124,13062,5,0
55124,6287,6,0
55124,28398,7,0
55124,30776,8,0
55124,45603,9,0
55124,7681,10,0
55124,13263,11,0
55124,45106,12,0
55124,21387,13,0
55124,11448,14,0
55124,49683,15,1
55124,28535,16,1
55826,13176,1,1
55826,20113,2,1
55826,5212,3,1
55826,27730,4,1
55826,17807,5,1
55826,7049,6,1
55826,7175,7,1
55826,9839,8,0
55826,7781,9,0
55826,24489,10,0
55826,17794,11,0
56915,16797,1,1
56915,16283,2,1
56915,30827,3,1
56915,21288,4,1
57285,44075,1,0
57285,8174,2,1
57285,6348,3,1
57285,1063,4,1
57285,15008,5,1
57285,27966,6,1
57285,11520,7,1
57285,8277,8,1
57285,26209,9,1
57285,32747,10,1
58212,28204,1,1
58212,4920,2,1
58212,41950,3,0
58212,47552,4,0
58242,5785,1,0
58242,47672,2,1
58242,15613,3,1
58242,8016,4,1
58242,45123,5,1
58242,46820,6,0
58242,24830,7,1
58242,43252,8,1
58242,2562,9,1
58242,10006,10,0
58242,26250,11,0
58242,990,12,1
58242,42707,13,1
58242,45804,14,0
58242,27639,15,0
58242,15269,16,0
58242,16682,17,0
58242,5385,18,0
58242,15399,19,0
58242,23044,20,0
58242,17579,21,0
58242,48577,22,0
58242,32655,23,1
60062,21413,1,1
60062,38689,2,1
60062,28764,3,1
60062,35951,4,1
60062,39275,5,1
60062,21137,6,1
60062,25659,7,0
60062,45167,8,0
60062,30450,9,0
60062,34243,10,1
60062,21777,11,0
60062,45535,12,1
60062,260,13,1
60062,913,14,0
60062,9825,15,1
60062,18523,16,1
60062,1511,17,1
60062,2091,18,1
60062,5537,19,1
60062,43122,20,1
60062,13176,21,1
60062,47766,22,1
60062,47626,23,1
60062,7503,24,1
60062,29594,25,1
60062,5479,26,0
60062,38159,27,1
60062,8088,28,0
60062,29987,29,0
60062,3464,30,0
60062,38596,31,0
60062,7314,32,0
60062,30016,33,0
60062,37825,34,0
60062,34065,35,0
60062,40289,36,0
60062,34590,37,1
60062,8012,38,0
60062,46667,39,1
60062,39886,40,0
60482,12341,1,1
60482,13176,2,1
60482,196,3,1
60482,6184,4,1
60482,11266,5,1
60482,43352,6,1
60482,14715,7,1
60482,39275,8,1
60482,19691,9,1
60482,10258,10,1
60482,30339,11,1
60482,37710,12,1
60482,21572,13,1
60482,16797,14,1
61236,43392,1,0
61236,2344,2,1
61236,31880,3,0
61236,29127,4,0
61236,26949,5,0
61236,8910,6,0
61236,26028,7,0
61236,14084,8,1
61236,23777,9,1
61912,24489,1,1
61912,432,2,1
61912,47783,3,1
61912,37851,4,0
61912,22474,5,1
61912,31915,6,1
63686,14168,1,1
63686,22952,2,1
63686,5011,3,1
63686,8204,4,1
63686,1338,5,1
63686,5077,6,1
63686,13976,7,1
63686,13866,8,1
63686,10673,9,1
63686,25844,10,1
63686,397,11,0
63686,36552,12,0
66889,8412,1,1
66889,22825,2,1
66889,40706,3,0
66889,33198,4,1
66889,49628,5,1
66889,43122,6,0
66889,4097,7,1
66889,27744,8,1
66889,8277,9,1
66889,40198,10,1
66889,46886,11,1
66889,21903,12,1
66889,3952,13,1
66889,5994,14,1
66889,29447,15,1
66889,48736,16,1
67461,24852,1,1
67461,32331,2,1
67461,45066,3,1
67461,29478,4,1
67461,1811,5,1
67461,16797,6,1
67461,2029,7,1
67461,17149,8,1
67461,6631,9,1
67461,5233,10,1
67461,43309,11,0
67461,38793,12,1
67461,41665,13,1
67461,44765,14,1
67461,5067,15,0
67461,25893,16,0
67461,47978,17,0
67461,45753,18,1
67461,19691,19,1
67461,38557,20,1
67869,17789,1,1
67869,20168,2,1
67869,44661,3,1
67869,4605,4,1
67869,48679,5,1
67869,46855,6,0
67869,47766,7,1
67869,5373,8,1
67869,40604,9,1
70418,42342,1,0
70418,11712,2,1
70418,34429,3,1
70418,44628,4,0
70418,40472,5,1
70418,25223,6,0
72355,3798,1,1
79886,6218,1,0
79886,27521,2,0
79886,40706,3,0
79886,3952,4,0
79886,7175,5,0
81012,10814,1,1
81012,8277,2,1
81012,46906,3,1
81012,40706,4,0
81012,13176,5,0
81012,28946,6,1
81012,33000,7,0
81012,117,8,0
81012,27966,9,0
81012,20345,10,0
81012,5449,11,0
81012,47209,12,1
81012,27521,13,1
81012,21903,14,1
81172,30849,1,0
81172,26604,2,0
81172,14161,3,0
81172,43352,4,0
81172,32429,5,0
81172,44980,6,0
81963,27845,1,1
81963,36165,2,1
81963,12467,3,1
81963,18304,4,1
81963,432,5,1
81963,34430,6,1
81963,9437,7,1
81963,1158,8,1
81963,42768,9,1
81963,27156,10,1
81963,15649,11,0
81963,40706,12,0
81963,26453,13,0
81963,6292,14,0
81963,26209,15,0
81963,20114,16,0
81963,31717,17,0
81963,43122,18,0
81963,23044,19,1
81963,39275,20,0
81963,39024,21,0
82723,36837,1,1
82723,45173,2,1
82723,8192,3,1
82723,39094,4,1
82723,18288,5,1
82723,19173,6,1
82723,32124,7,1
82723,33465,8,1
82723,22474,9,1
82723,21526,10,1
84032,30591,1,1
84032,17720,2,0
85561,6448,1,0
85561,14996,2,0
85561,49496,3,0
85561,22963,4,0
85561,37766,5,1
85561,38453,6,1
85561,11093,7,1
85561,27344,8,1
85561,47119,9,1
85561,24555,10,1
85561,12144,11,0
85561,45679,12,1
85561,29429,13,1
85561,5612,14,1
85561,37215,15,0
85561,39802,16,0
86617,22963,1,0
86617,12456,2,1
86617,40759,3,1
86617,27966,4,1
86617,21903,5,1
86617,26940,6,1
86617,11707,7,0
86617,14833,8,0
86617,38293,9,1
86617,32935,10,1
86617,21137,11,1
86671,5184,1,0
86671,40545,2,0
86671,2228,3,0
86671,28985,4,0
86671,18564,5,0
86884,21137,1,1
86884,24852,2,1
86884,24830,3,1
86884,48140,4,0
86884,47766,5,1
86884,38465,6,1
86884,13249,7,1
86884,27086,8,1
87273,24852,1,1
87273,24838,2,1
87273,11961,3,1
87273,28465,4,1
87273,36011,5,1
87273,5959,6,0
87546,15672,1,0
87546,40199,2,0
87546,46521,3,0
87546,196,4,0
87546,46149,5,0
87546,3298,6,0
87546,8013,7,0
88714,30391,1,1
88714,41950,2,1
88714,31066,3,0
88984,8571,1,1
88984,39863,2,1
88984,21137,3,1
88984,40603,4,1
88984,46129,5,1
88984,8048,6,1
88984,39108,7,1
89378,5933,1,1
92057,22035,1,1
92057,44479,2,1
92095,48186,1,1
92095,11520,2,1
92095,31717,3,1
92095,39275,4,1
92095,19678,5,1
92095,37687,6,1
92095,14095,7,1
92095,37011,8,1
92095,23854,9,0
92095,40568,10,0
92095,5450,11,1
92095,27966,12,1
92095,21137,13,0
92095,28289,14,1
92095,6849,15,1
92095,21903,16,1
92095,20528,17,1
93089,10032,1,1
93089,36106,2,0
93089,2536,3,1
93089,10673,4,0
93089,42834,5,0
93089,27239,6,0
93089,38511,7,0
93089,42240,8,0
96561,48171,1,1
96561,44354,2,1
96561,5322,3,1
96561,16874,4,1
96561,18908,5,1
97233,38747,1,0
97233,10957,2,0
97233,3039,3,0
97233,49478,4,0
100787,49235,1,1
100787,24852,2,1
100787,14814,3,1
100787,35108,4,1
100787,39475,5,1
100787,18531,6,1
100787,44632,7,1
100787,45167,8,1
100787,21334,9,1
100787,27966,10,0
100787,16147,11,1
100787,48745,12,1
100787,27104,13,1
100787,33198,14,0
100787,44375,15,0
100787,8518,16,1
100787,10603,17,0
100787,16137,18,0
100787,48857,19,0
100787,20760,20,0
101473,16782,1,1
101473,5985,2,1
101473,21137,3,0
101473,9387,4,0
103057,5479,1,1
103057,18465,2,1
103057,35363,3,0
103057,19398,4,1
103057,5077,5,1
103057,29418,6,0
103057,33438,7,1
103057,13642,8,0
103057,12069,9,1
103057,41950,10,0
103057,1757,11,0
103057,17299,12,0
104292,20324,1,0
104292,40425,2,1
104292,31418,3,1
104292,33198,4,1
104292,15712,5,1
104292,26207,6,1
104609,10441,1,1
104609,9839,2,1
104609,20995,3,1
104609,11365,4,1
104609,45260,5,0
104609,9213,6,0
104609,21292,7,1
105091,34197,1,1
105091,47209,2,1
105091,47912,3,1
105091,26131,4,1
105091,6933,5,1
105091,28745,6,1
105091,24852,7,1
105091,42828,8,1
105091,46990,9,1
105091,20738,10,1
105091,27845,11,1
105091,21137,12,1
105091,23233,13,1
105091,40063,14,1
105091,29454,15,1
105091,34668,16,1
105091,21174,17,1
105091,47672,18,1
106395,27845,1,1
106395,5550,2,1
106395,2091,3,1
106395,6871,4,1
106395,24288,5,0
106650,39275,1,0
106650,43352,2,1
106650,6749,3,0
106650,21449,4,0
107997,47209,1,1
107997,13176,2,1
107997,12395,3,1
107997,36675,4,1
107997,24184,5,0
107997,19677,6,1
107997,3098,7,1
107997,26604,8,0
107997,6046,9,1
107997,21903,10,1
107997,21938,11,0
107997,19816,12,0
107997,41950,13,0
108108,8574,1,1
108108,33572,2,1
108108,30391,3,1
108108,35221,4,1
109125,24852,1,1
109125,33198,2,1
109125,21376,3,1
109125,39408,4,1
109125,17225,5,1
109125,30142,6,1
109125,22255,7,1
109125,24563,8,1
109125,47766,9,1
109125,45066,10,1
112158,17313,1,1
112158,21137,2,1
112158,15200,3,0
112158,13176,4,1
112158,39275,5,1
112830,8490,1,1
112830,1940,2,1
112830,42265,3,1
112830,42736,4,1
112830,18531,5,1
112830,26131,6,1
112830,24964,7,1
112830,43735,8,1
112830,14678,9,0
112830,18171,10,1
112830,13829,11,1
112830,9359,12,1
112830,31513,13,1
112830,38464,14,1
112830,47626,15,1
112830,15649,16,1
112830,40708,17,0
112830,13190,18,1
112830,40593,19,0
113300,12023,1,0
113300,38311,2,0
113300,25424,3,0
113620,38643,1,0
118210,2273,1,0
118397,2078,1,1
118397,34126,2,0
118397,39812,3,0
118397,45608,4,1
118397,22504,5,0
118397,9618,6,0
118397,49318,7,1
118397,43445,8,0
118397,3339,9,0
120344,13176,1,1
120344,10540,2,1
120344,18465,3,1
120344,26209,4,1
120344,46667,5,1
120344,6983,6,0
120344,21903,7,1
120344,47209,8,1
120344,22825,9,1
120344,13984,10,1
121997,21295,1,0
121997,13176,2,0
121997,27966,3,0
121997,21903,4,0
121997,23854,5,0
121997,12548,6,0
121997,27413,7,0
121997,43619,8,0
121997,48246,9,0
121997,1017,10,0
121997,8277,11,1
122919,35045,1,1
122919,21497,2,1
122919,13176,3,1
122919,24841,4,1
122919,36772,5,1
122919,2086,6,1
122919,35042,7,1
122919,30391,8,1
122919,204,9,0
122919,39303,10,0
122919,18523,11,1
123743,46906,1,1
123743,21903,2,1
123743,8277,3,1
123743,42568,4,1
123743,27104,5,0
123743,35921,6,1
124958,46844,1,1
124958,10132,2,1
124958,24362,3,1
124958,33065,4,1
124958,32691,5,0
124958,33848,6,1
124958,45054,7,0
124958,25495,8,0
125441,41351,1,0
125441,5077,2,0
125441,32259,3,0
125441,41290,4,0
125441,23026,5,0
125441,31564,6,0
125441,22038,7,0
128458,4210,1,1
128458,22309,2,0
128458,8939,3,1
128458,1217,4,1
128458,18987,5,0
128458,23313,6,0
128458,37982,7,1
128458,5158,8,0
128458,35475,9,0
128458,625,10,0
128458,32784,11,1
128458,7751,12,0
128458,8224,13,0
128458,10787,14,0
128458,30808,15,0
128458,5110,16,0
128459,13829,1,1
128459,10849,2,1
128459,26848,3,1
128459,8424,4,1
128459,13988,5,1
128459,22142,6,1
128459,22151,7,1
128459,27104,8,1
128459,9796,9,1
128459,4210,10,1
128459,45578,11,0
128459,21267,12,1
128459,31215,13,1
130412,41565,1,0
130412,25686,2,0
130412,39032,3,0
130412,3243,4,0
130412,34217,5,0
131236,30745,1,1
131236,11807,2,1
131236,27093,3,1
131236,16535,4,1
131236,644,5,1
131236,47155,6,1
131236,20670,7,1
132118,16783,1,0
132118,24777,2,0
137519,4614,1,0
137519,28476,2,0
137519,43768,3,0
137519,19057,4,1
137519,18027,5,0
137519,24062,6,0
137519,41950,7,0
137519,33768,8,0
137519,43789,9,0
137519,43086,10,1
137519,28289,11,0
137519,47144,12,1
137519,13646,13,0
137519,17828,14,0
138091,16521,1,0
138091,44422,2,1
138091,45965,3,0
139361,11005,1,1
139361,8277,2,1
139361,1215,3,1
139361,44765,4,1
139361,13176,5,1
139361,781,6,1
139361,37158,7,1
139361,30233,8,1
139493,10957,1,1
139493,40002,2,1
139493,19660,3,1
139493,12892,4,1
139493,44375,5,1
139493,14715,6,0
139493,21709,7,0
139493,26165,8,0
139493,49520,9,0
139493,16816,10,0
139493,9018,11,0
139493,17769,12,0
139493,32200,13,1
139493,29344,14,0
139493,28439,15,0
143041,28836,1,1
143041,5162,2,1
143041,48278,3,0
143041,17923,4,0
144767,47209,1,1
144767,34668,2,1
144767,22963,3,1
144767,36606,4,1
144767,2344,5,1
144767,41806,6,1
144767,18811,7,1
144767,41030,8,1
144767,24834,9,1
144767,44560,10,1
144767,31504,11,1
144767,14211,12,1
144767,40449,13,1
144767,5491,14,1
144767,25371,15,1
144767,38248,16,1
144767,3951,17,1
144767,365,18,1
144767,44787,19,1
144767,6750,20,1
144767,29447,21,1
144767,5194,22,1
147001,4472,1,1
147001,27966,2,1
147001,23405,3,0
147001,39374,4,0
147001,21953,5,1
148070,29926,1,1
148070,39408,2,1
148070,40216,3,1
148070,24852,4,1
148070,6104,5,1
149296,15649,1,1
149296,13176,2,1
149296,18531,3,1
149296,46667,4,1
152201,48104,1,0
152201,48174,2,0
152777,27845,1,1
152777,3896,2,1
152777,28745,3,1
152777,44090,4,1
152777,1804,5,1
152777,19057,6,1
152777,45007,7,1
152777,26298,8,1
152777,43086,9,0
152777,22825,10,0
152777,43037,11,0
152777,14966,12,0
152777,13176,13,1
153559,20114,1,1
153559,26209,2,1
153559,9623,3,1
153559,23341,4,1
153559,24184,5,0
153559,1263,6,0
153559,31683,7,0
153559,5047,8,0
153559,19164,9,0
153561,33572,1,1
153561,12384,2,1
153561,13176,3,1
153561,29941,4,1
153561,24390,5,1
153561,31557,6,1
153561,21077,7,1
153561,39877,8,1
153561,45066,9,1
153561,37646,10,1
153561,37766,11,1
153890,19660,1,1
153890,29045,2,1
153890,24520,3,1
153890,8910,4,1
153890,12703,5,1
153890,1838,6,1
153890,31717,7,1
153890,23304,8,0
153890,6218,9,0
155057,29941,1,0
155057,36724,2,0
155057,31717,3,1
155730,26209,1,1
155730,2361,2,1
155730,22224,3,1
156114,39527,1,0
156114,19691,2,0
156114,18770,3,0
156114,20899,4,1
156114,4793,5,0
156114,49396,6,0
156114,34608,7,1
156114,2295,8,1
156114,34209,9,1
156114,21019,10,1
157783,7948,1,0
157783,7692,2,0
157783,35193,3,1
157783,4778,4,0
157783,13974,5,0
157783,5902,6,0
157783,38266,7,0
157783,27796,8,0
157783,30191,9,0
158627,20383,1,0
158627,21616,2,0
158627,41950,3,0
158627,13819,4,0
158627,25071,5,0
158627,39391,6,0
158627,1890,7,0
158627,41917,8,0
158627,18027,9,0
158627,27030,10,0
158627,41392,11,0
158627,48364,12,0
158627,45771,13,0
158627,28842,14,0
158627,19895,15,0
158627,18352,16,0
158627,5392,17,0
158627,9146,18,0
158627,49383,19,0
158627,39485,20,0
158627,1090,21,0
158627,1203,22,0
158627,26769,23,0
160530,1080,1,1
160530,35181,2,1
160530,11777,3,1
160530,11826,4,1
160530,24852,5,1
160530,43632,6,1
160530,6052,7,1
160530,13287,8,1
160530,44799,9,1
160530,13029,10,1
160530,23020,11,1
160530,47977,12,0
160530,18019,13,1
160530,13866,14,1
160530,27801,15,1
160530,42398,16,1
160530,30960,17,1
160530,3800,18,1
160530,14096,19,1
160530,3177,20,1
160530,12620,21,1
160530,35113,22,1
160530,34878,23,1
160530,13755,24,1
160530,9937,25,0
161981,5212,1,1
161981,39558,2,1
161981,22935,3,1
161981,17794,4,0
161981,5621,5,0
161981,19503,6,1
163365,19155,1,0
163365,8993,2,0
166492,40154,1,1
166492,21553,2,1
166492,44849,3,1
166492,45511,4,0
166569,1511,1,1
166569,8518,2,1
166569,18670,3,1
166569,20114,4,1
166569,14647,5,1
166569,26949,6,0
166569,47912,7,1
166569,45578,8,0
166569,8412,9,1
167052,32139,1,1
167052,19366,2,1
167052,7870,3,1
167052,23712,4,1
167052,35951,5,1
167052,30776,6,1
167052,36127,7,1
168823,35221,1,1
168823,21709,2,1
168823,26620,3,1
168823,47977,4,1
168823,39947,5,1
168823,12576,6,1
168823,12919,7,1
168823,3721,8,0
171318,30489,1,1
171318,32665,2,1
171318,41665,3,1
171318,27845,4,1
171318,43643,5,1
171318,26364,6,1
171318,15995,7,1
171318,14992,8,1
171318,26324,9,1
171318,21137,10,1
173236,24852,1,1
173236,47766,2,1
173236,18990,3,0
173236,35752,4,0
173236,27801,5,0
173236,14519,6,0
174144,4920,1,1
174144,4210,2,1
174144,2178,3,1
174144,29748,4,1
174144,24852,5,1
174144,28204,6,0
174144,16185,7,0
174144,26604,8,0
174144,41361,9,0
174144,32864,10,0
174144,31869,11,0
174144,7781,12,0
174144,1090,13,0
174144,34216,14,0
174144,7484,15,0
174144,37065,16,0
174144,49366,17,0
174144,5818,18,1
174144,48205,19,0
175619,27413,1,1
175619,21903,2,1
175619,47626,3,1
175619,24964,4,1
175619,11097,5,1
175619,33294,6,0
175619,9839,7,1
175619,41690,8,1
175619,2295,9,1
175619,40706,10,0
175619,38299,11,0
175619,47044,12,0
177776,29871,1,0
179254,44042,1,1
179254,45,2,1
179254,41950,3,1
179254,5450,4,1
179254,14252,5,1
179254,32689,6,1
179254,12496,7,1
179254,12896,8,0
179254,7615,9,1
179254,36070,10,0
179254,14408,11,0
179254,19057,12,1
179254,25783,13,0
179254,48682,14,0
180774,44683,1,1
180774,44359,2,1
180774,34126,3,0
180774,18918,4,1
180774,45948,5,1
180774,9806,6,1
181036,43961,1,1
181036,49628,2,1
181036,13176,3,1
181036,30391,4,1
181036,40706,5,1
181036,39180,6,1
181036,23375,7,1
181036,37335,8,1
181244,1744,1,1
181244,36205,2,1
181244,34137,3,1
181244,48043,4,1
181244,21267,5,1
181244,10974,6,0
181244,40377,7,0
181244,48523,8,1
181244,42699,9,0
181323,4100,1,0
181468,8903,1,1
181468,21137,2,1
183035,27433,1,0
183035,31701,2,0
183035,14881,3,0
183035,33120,4,0
183035,31100,5,0
183035,2748,6,0
183035,10912,7,0
183035,17758,8,0
183035,11512,9,0
183035,10768,10,0
183035,31288,11,0
183035,11737,12,0
183035,37947,13,0
183035,26915,14,0
183035,17553,15,0
183035,31215,16,0
183035,34993,17,0
183035,40763,18,0
183035,43969,19,0
183035,21910,20,0
